,NPL91_EVER,gender_nameRu,LastApprovedOfferSet_Payment,CBFactPmtsParametrSet,AgeParametrSet,PoVClient_ClientCountWithoutOverduePay,CBMaxOverdueParametrSet,CBCreditHistoryFromServParametrSet,PKB_REQ_360DAY,SUM_OSTATOK,MAX_OUSTAND_DAY_CNT,CNT_DAY_GR_0_Sum,educationtypedmparse2,low_rod_income,KDN
170917,0,Мужской,19603.5,86,68.75,62.0,15,Положительная,16.0,149161.65,61.0,5.0,,43407.0,0.2778490211165256
170939,0,Мужской,,90,69.17,47.0,37,Приемлемая 2,0.0,102406.0,51.0,30.0,,43407.0,0.692854678186505
170955,0,Мужской,23958.0,102,65.25,25.0,0,Положительная,4.0,1074545.25,0.0,0.0,,43407.0,0.4331898587292377
171004,0,Мужской,3303.5,62,69.08,56.0,0,Приемлемая 1,7.0,445677.97,21.0,1.0,,43407.0,0.4708417893878683
171019,0,Женский,72790.5,63,65.08,37.0,0,Положительная,2.0,660758.56,0.0,0.0,,,0.3455047698583496
171028,0,Мужской,38500.0,66,65.42,21.0,1,Положительная,2.0,114525.26,1.0,1.0,,,0.3514110877705726
171029,0,Женский,4333.0,42,62.58,7.0,0,Отрицательная,48.0,575635.51,2574.0,23.0,,43407.0,0.587249350212972
171030,0,Мужской,60661.3,132,69.17,38.0,0,Положительная,0.0,230655.07,8.0,1.0,,,0.3998826608304712
171048,0,Женский,43600.7,43,69.17,129.0,0,Приемлемая 1,2.0,282123.52,0.0,0.0,,43407.0,0.3548065644560241
171101,0,Женский,6038.8,40,64.33,65.0,2,Положительная,0.0,1843603.71,2.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4360941338229499
171110,0,Женский,9252.0,98,60.25,158.0,8,Положительная,5.0,477944.29,21.0,6.0,,43407.0,0.3821134102493754
171120,0,Женский,24344.3,87,64.42,96.0,1,Положительная,15.0,186021.7,23.0,4.0,СРЕДНЕЕ,,1.7350283640020745
171127,0,Мужской,100000.0,72,64.92,105.0,0,Положительная,0.0,0.0,0.0,0.0,ВЫСШЕЕ,65110.5,0.0
171140,0,Мужской,30688.4,110,65.42,92.0,0,Положительная,2.0,312634.11,22.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4375232239975678
171144,0,Мужской,70475.8,98,43.58,83.0,1,Положительная,29.0,504158.0,1.0,2.0,ВЫСШЕЕ,108517.5,0.269643487469114
171146,0,Женский,68215.2,69,69.17,8.0,0,Положительная,1.0,190035.34,0.0,0.0,,43407.0,0.3761967263743051
171152,0,Женский,,0,61.42,,0,Отрицательная,2.0,,2885.0,24.0,,,0.0
171161,0,Мужской,48621.9,140,64.67,,0,Положительная,3.0,0.0,0.0,0.0,,,0.0
171167,0,Женский,71500.0,29,66.0,21.0,0,Положительная,1.0,81240.0,0.0,0.0,,,0.2618594969420832
171169,0,Женский,2084.0,90,69.0,50.0,27,Положительная,6.0,681769.61,27.0,53.0,ВЫСШЕЕ,,0.4765145157991975
171181,0,Женский,41666.7,12,62.75,67.0,0,Приемлемая 1,,,,,,,0.0
171184,0,Женский,,24,61.67,,0,Положительная,1.0,908882.98,1.0,0.0,,,0.3949312737269276
171188,0,Женский,4167.0,118,65.17,74.0,0,Положительная,,,,,ВЫСШЕЕ,43407.0,0.4328956194366725
171198,0,Женский,,28,64.58,,0,Положительная,0.0,0.0,0.0,0.0,СРЕДНЕЕ,,0.0
171200,0,Женский,14558.7,34,62.5,20.0,0,Положительная,1.0,281380.58,0.0,0.0,ВЫСШЕЕ,,0.4997028105629617
171201,0,Мужской,7083.4,6,63.58,2.0,0,Приемлемая 2,1.0,68180.0,0.0,0.0,,43407.0,0.3253843497956027
171274,0,Мужской,18128.6,150,65.25,46.0,0,Положительная,6.0,472675.37,27.0,0.0,,65110.5,0.3355763916800643
171276,0,Мужской,7500.0,143,66.75,47.0,0,Положительная,0.0,75888.96,0.0,0.0,ВЫСШЕЕ,43407.0,0.0846325699198356
171277,0,Мужской,43969.5,69,65.25,18.0,2,Приемлемая 1,1.0,752481.0,2.0,1.0,ВЫСШЕЕ,43407.0,0.3803567590801633
171904,0,Мужской,,0,63.42,,0,Приемлемая 1,,,,,,,0.0
172697,0,Женский,5000.0,109,67.0,52.0,24,Положительная,3.0,989386.65,53.0,7.0,,,0.407846424987149
172712,0,Мужской,,0,66.5,85.0,0,Приемлемая 1,,,,,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
172756,0,Женский,9754.5,16,63.17,18.0,0,Приемлемая 1,7.0,998379.07,0.0,0.0,ВЫСШЕЕ,43407.0,0.4064833453760902
172775,0,Женский,5556.0,103,69.17,52.0,0,Положительная,6.0,153303.53,0.0,0.0,ВЫСШЕЕ,,0.3116236271890769
172787,0,Женский,15000.0,101,66.08,181.0,0,Положительная,,,,,,,0.4548427454817971
172800,0,Мужской,5000.0,61,65.25,104.0,2,Приемлемая 1,0.0,,2.0,1.0,СРЕДНЕЕ,43407.0,0.0
172830,0,Мужской,,0,64.83,,0,Приемлемая 1,,,,,СРЕДНЕЕ,,0.0
172836,0,Женский,53397.2,73,63.17,44.0,0,Положительная,1.0,119090.53,4.0,0.0,,43407.0,0.0
172841,0,Мужской,25630.7,82,52.33,39.0,0,Положительная,14.0,891994.37,0.0,0.0,,43407.0,0.172302293688994
172874,0,Женский,5933.1,69,37.5,6.0,0,Положительная,14.0,2991227.42,0.0,0.0,ВЫСШЕЕ,86814.0,5.027264093218761
172918,0,Мужской,14947.0,6,64.33,5.0,0,Приемлемая 1,0.0,42237.17,25.0,5.0,,,0.1820166955740507
172982,0,Мужской,31750.0,48,67.67,20.0,0,Положительная,3.0,206239.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2397652253062847
172983,0,Женский,,17,66.5,,0,Приемлемая 2,0.0,,0.0,0.0,,43407.0,0.0
173038,0,Женский,12767.0,56,63.83,103.0,0,Положительная,3.0,113320.0,24.0,0.0,,43407.0,0.4111024056179449
173044,0,Мужской,26565.9,196,65.92,25.0,0,Положительная,20.0,956453.04,5.0,0.0,ВЫСШЕЕ,43407.0,0.2946029858633901
173053,0,Мужской,6666.7,54,68.0,42.0,0,Положительная,1.0,663011.0,0.0,0.0,,43407.0,0.2986736633336088
173081,0,Женский,79000.0,45,61.42,9.0,0,Положительная,2.0,1405966.95,0.0,0.0,ВЫСШЕЕ,,0.3230819671066833
173102,0,Женский,41666.7,52,61.92,20.0,0,Приемлемая 1,1.0,104167.0,0.0,0.0,,43407.0,0.1068876468091127
173144,0,Мужской,5438.6,0,63.25,,0,Приемлемая 1,,,,,,43407.0,0.0
173146,0,Мужской,45565.6,81,65.0,86.0,0,Положительная,6.0,1600000.0,0.0,0.0,ВЫСШЕЕ,,0.2922331037313528
173178,0,Женский,1451.8,54,66.83,54.0,29,Приемлемая 1,4.0,406595.5,29.0,21.0,,43407.0,0.4751122073510978
173181,0,Мужской,16501.8,56,69.25,62.0,0,Приемлемая 1,28.0,590659.76,25.0,15.0,,43407.0,0.4674372285891534
173182,0,Мужской,43795.6,81,64.25,8.0,0,Положительная,5.0,558564.28,24.0,2.0,,43407.0,0.4074217392677765
173199,0,Женский,28934.5,450,67.5,114.0,0,Положительная,24.0,2219383.36,0.0,0.0,,43407.0,0.4535478073050063
173213,0,Женский,12635.5,25,62.33,10.0,0,Приемлемая 1,8.0,494953.07,0.0,0.0,,43407.0,0.4670405596770444
173215,0,Мужской,41666.7,55,64.33,83.0,0,Положительная,2.0,450107.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.142842562554469
173239,0,Мужской,54109.2,35,64.17,9.0,2,Приемлемая 1,4.0,1515011.84,2.0,1.0,ВЫСШЕЕ,,0.4979269124457048
173247,0,Мужской,,30,65.42,,0,Положительная,6.0,224636.83,0.0,0.0,СРЕДНЕЕ,43407.0,0.2641173514153555
173252,0,Женский,42068.0,69,66.83,92.0,1,Приемлемая 2,3.0,0.0,2.0,5.0,ВЫСШЕЕ,,0.0
173260,0,Женский,,91,61.42,11.0,40,Приемлемая 2,10.0,1669690.11,40.0,11.0,,43407.0,0.6848992368986888
173270,0,Женский,35183.3,66,51.17,124.0,0,Положительная,0.0,457514.82,0.0,0.0,,,0.4736704093065389
173285,0,Женский,27045.6,76,68.08,84.0,0,Положительная,3.0,44174.07,0.0,0.0,,43407.0,0.2328138569582253
173288,0,Мужской,2278.3,52,64.75,46.0,0,Положительная,3.0,391070.45,0.0,0.0,,43407.0,0.4538817560371037
173295,0,Женский,50000.0,2,66.42,,0,Приемлемая 2,1.0,71992.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.0778959396465531
173301,0,Мужской,25210.4,24,65.17,76.0,0,Положительная,0.0,49991.0,5.0,0.0,,,0.1395455941050046
173321,0,Женский,43500.0,82,66.17,61.0,0,Положительная,1.0,0.0,0.0,0.0,,,0.0
173331,0,Женский,14365.9,168,66.42,14.0,64,Удовлетворительная,19.0,868685.99,64.0,5.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4218024400477681
173333,0,Женский,9064.3,0,61.25,23.0,0,Приемлемая 1,,,,,,43407.0,0.0875033063356147
173345,0,Женский,18761.8,107,65.92,30.0,4,Положительная,0.0,0.0,4.0,2.0,СРЕДНЕЕ,43407.0,0.0
173347,0,Мужской,14000.0,24,53.17,15.0,0,Положительная,2.0,0.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.0
173359,0,Женский,,0,66.5,,0,Приемлемая 1,,,,,,43407.0,0.0
173362,0,Мужской,4684.1,137,65.17,179.0,4,Положительная,3.0,1699347.56,23.0,3.0,,43407.0,0.4723748473748473
173367,0,Женский,,51,64.0,,23,Положительная,2.0,112407.0,23.0,2.0,,,0.0639450987172411
173398,0,Женский,72500.0,55,63.58,38.0,0,Положительная,1.0,276721.0,0.0,0.0,ВЫСШЕЕ,,0.1898395543991109
173418,0,Мужской,,0,64.25,,0,Приемлемая 1,,,,,ВЫСШЕЕ,,0.0
173442,0,Женский,9500.0,60,51.75,26.0,0,Положительная,1.0,187123.68,0.0,0.0,ВЫСШЕЕ,86814.0,0.4487258030595357
173476,0,Женский,66046.2,81,65.33,30.0,0,Положительная,2.0,475553.22,0.0,0.0,,43407.0,0.210933257304225
173493,0,Женский,,24,61.33,,0,Положительная,23.0,1475209.45,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.919118908471242
173527,0,Мужской,19166.7,64,64.5,135.0,14,Положительная,4.0,303973.34,14.0,2.0,,43407.0,0.2018840706765599
173701,0,Женский,28995.5,78,64.42,60.0,0,Положительная,1.0,543199.19,28.0,4.0,СРЕДНЕЕ,,0.3685701859588544
173709,0,Женский,47899.1,29,69.33,7.0,59,Приемлемая 2,2.0,41833.13,59.0,3.0,,43407.0,0.0
173731,0,Женский,33290.9,34,62.33,20.0,0,Приемлемая 1,5.0,1029846.79,4.0,1.0,,43407.0,0.4778658168977693
173740,0,Мужской,41695.6,31,66.0,54.0,0,Приемлемая 2,1.0,28175.02,0.0,0.0,,,0.1613570282019205
173865,0,Женский,54925.4,122,67.42,52.0,0,Положительная,8.0,98823.17,0.0,0.0,,43407.0,0.3560224168520656
173889,0,Женский,1379.1,47,63.17,15.0,0,Приемлемая 1,26.0,462072.91,0.0,0.0,ВЫСШЕЕ,,0.4906045156591406
173935,0,Мужской,68278.1,116,66.92,41.0,1,Положительная,2.0,236613.86,1.0,1.0,,43407.0,0.2927776796750839
174036,0,Женский,22594.4,189,67.42,35.0,0,Положительная,51.0,825020.15,1.0,3.0,,,0.2135333796250371
174045,0,Женский,39869.9,13,62.75,15.0,0,Приемлемая 1,0.0,,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
174071,0,Мужской,5415.4,64,64.17,86.0,0,Положительная,2.0,935638.04,0.0,0.0,,43407.0,0.2380180888354683
174097,0,Женский,140288.0,96,61.67,30.0,0,Положительная,0.0,318277.98,69.0,0.0,,,0.1874113837969259
174148,0,Женский,3625.7,61,61.58,13.0,0,Положительная,2.0,50329.44,28.0,3.0,СРЕДНЕЕ,43407.0,0.1740236851333974
174269,0,Женский,41666.7,68,37.5,6.0,0,Положительная,13.0,2787043.65,0.0,0.0,ВЫСШЕЕ,86814.0,4.869424299662136
174293,0,Женский,8333.4,0,69.17,,0,Приемлемая 1,,,,,,,0.0
174300,0,Мужской,4755.0,66,66.25,22.0,0,Положительная,17.0,1528786.61,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4734831951113051
174377,0,Женский,32005.4,46,65.83,,0,Положительная,1.0,843750.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.3320540327433445
174458,0,Женский,14656.2,81,65.0,24.0,23,Положительная,4.0,74182.0,23.0,6.0,,43407.0,0.0228298297196584
174466,0,Женский,41666.7,84,37.58,6.0,0,Положительная,16.0,3120203.25,0.0,0.0,,86814.0,5.187785234899329
174472,0,Женский,87395.7,58,63.58,34.0,0,Приемлемая 1,10.0,2027802.23,0.0,0.0,,,0.4971783552541756
174504,0,Женский,8055.1,68,62.33,,27,Положительная,0.0,278830.4,27.0,7.0,,,0.393177805327022
174511,0,Мужской,,72,64.17,,0,Положительная,1.0,314208.51,8.0,0.0,,43407.0,0.3084289769221276
174517,0,Женский,8055.1,139,63.25,31.0,5,Положительная,2.0,349240.29,5.0,11.0,,43407.0,0.3332827324478178
174552,0,Мужской,77000.0,91,66.0,49.0,2,Положительная,3.0,940585.42,25.0,4.0,,43407.0,0.2262995944048671
174588,0,Мужской,41795.2,168,52.25,79.0,0,Положительная,11.0,807715.46,8.0,1.0,ВЫСШЕЕ,65110.5,0.1645372749097234
174590,0,Женский,7251.5,39,62.5,10.0,0,Положительная,5.0,100324.47,0.0,0.0,,43407.0,0.2575260205460935
174596,0,Женский,,0,61.42,,0,Приемлемая 1,,,,,,,0.0
174606,0,Мужской,,0,66.17,,0,Приемлемая 1,,,,,СРЕДНЕЕ,,0.0
174607,0,Женский,8333.4,0,65.08,,0,Приемлемая 1,,,,,,,0.0
174608,0,Мужской,23091.1,35,67.58,23.0,28,Приемлемая 1,1.0,27113.54,30.0,13.0,,43407.0,0.288300777147658
174614,0,Женский,56000.0,113,67.92,176.0,0,Положительная,1.0,,3.0,0.0,,43407.0,0.0
174620,0,Женский,24502.2,79,55.17,19.0,4,Положительная,7.0,834988.16,4.0,2.0,,43407.0,0.472216139275156
174622,0,Мужской,39018.4,67,66.58,37.0,0,Приемлемая 1,19.0,1083073.34,22.0,1.0,СРЕДНЕЕ,,0.4580168801136297
174623,0,Женский,38500.0,88,65.33,73.0,0,Положительная,0.0,,0.0,0.0,,43407.0,0.0
174629,0,Женский,2020.4,70,61.5,1.0,35,Приемлемая 2,8.0,1412099.17,35.0,2.0,,43407.0,0.4202254693245597
174635,0,Женский,12500.0,152,64.42,35.0,0,Положительная,2.0,791932.43,23.0,4.0,ВЫСШЕЕ,43407.0,0.4824477348870066
174636,0,Мужской,30000.0,24,63.58,,0,Приемлемая 1,0.0,,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
174684,0,Мужской,6293.0,134,45.83,180.0,0,Положительная,10.0,717446.47,0.0,0.0,,130221.0,0.0430037267297582
174692,0,Мужской,35427.0,48,63.83,,0,Положительная,6.0,0.0,0.0,0.0,СРЕДНЕЕ,,0.0
174693,0,Женский,48413.5,76,61.25,,0,Положительная,16.0,0.0,9.0,3.0,,43407.0,0.0
174710,0,Мужской,43500.0,8,64.33,8.0,0,Отрицательная,5.0,311337.97,1843.0,24.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.1395000412507218
174725,0,Женский,60521.0,183,64.08,102.0,30,Положительная,79.0,774864.7,30.0,37.0,ВЫСШЕЕ,,0.5079219813533147
174732,0,Мужской,6250.0,101,64.08,8.0,4,Положительная,60.0,1562910.67,4.0,4.0,,43407.0,0.4503743026316515
174744,0,Женский,,69,63.25,,6,Положительная,14.0,4181828.39,6.0,3.0,СРЕДНЕЕ,43407.0,0.9704423340489272
174748,0,Мужской,54500.0,37,64.83,49.0,7,Приемлемая 1,1.0,1410649.35,18.0,3.0,,,0.4630545746949621
174754,0,Мужской,55000.0,22,65.67,12.0,0,Приемлемая 1,3.0,637137.71,2.0,2.0,СРЕДНЕЕ,,0.2462700563291016
174778,0,Женский,8213.1,3,61.83,,0,Приемлемая 2,0.0,191790.0,0.0,0.0,НЕПОЛНОЕ СРЕДНЕЕ,43407.0,0.2919376240657598
174779,0,Женский,3889.8,103,63.17,17.0,0,Приемлемая 1,30.0,578145.89,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.5175940309749094
174781,0,Мужской,34174.2,66,43.58,120.0,0,Положительная,38.0,0.0,0.0,0.0,,108517.5,0.0
174787,0,Мужской,6727.0,114,68.67,39.0,6,Положительная,23.0,20749.99,6.0,7.0,,43407.0,0.1380423655405937
174794,0,Женский,6393.0,56,64.17,46.0,0,Положительная,1.0,340137.62,0.0,0.0,,43407.0,0.4081383437018744
174803,0,Мужской,40526.9,79,60.75,132.0,2,Приемлемая 1,1.0,917511.29,2.0,1.0,,86814.0,0.0632187524581137
174830,0,Женский,31340.6,96,65.67,,0,Положительная,4.0,455463.82,21.0,0.0,,,0.4346547229092853
174887,0,Мужской,58500.0,37,64.08,31.0,0,Положительная,0.0,287455.84,7.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.1445268904774831
174933,0,Женский,5416.7,69,61.5,,35,Приемлемая 2,7.0,1381672.23,35.0,2.0,,43407.0,0.4062550111974342
175009,0,Мужской,56957.0,18,63.58,,0,Приемлемая 1,,,,,,43407.0,0.0
175039,0,Мужской,,27,66.17,55.0,4,Приемлемая 1,4.0,,17.0,2.0,,,0.0
175074,0,Женский,51886.9,58,61.92,,0,Положительная,13.0,959839.77,19.0,0.0,,43407.0,1.7056395536419569
175091,0,Женский,37415.2,0,65.83,,0,Приемлемая 1,,,,,,,0.0
175097,0,Женский,61402.2,86,63.33,34.0,0,Положительная,2.0,1608381.8,54.0,1.0,ВЫСШЕЕ,43407.0,0.4656522891284118
175149,0,Женский,,237,63.83,,30,Положительная,19.0,1283180.86,30.0,4.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2514584729522657
175182,0,Женский,67239.6,117,67.0,52.0,1,Положительная,4.0,601619.07,1.0,1.0,,,0.1860205696202531
175233,0,Мужской,3636.1,7,64.0,5.0,0,Приемлемая 1,3.0,20834.0,0.0,0.0,,,0.0518732613378603
175369,0,Мужской,5000.0,24,63.25,,0,Положительная,0.0,0.0,0.0,0.0,,,0.0
175384,0,Женский,,24,61.83,,0,Положительная,7.0,0.0,0.0,0.0,,43407.0,0.0
175392,0,Женский,7122.4,77,67.67,15.0,0,Положительная,2.0,751852.96,0.0,0.0,,43407.0,0.4014992603060345
175397,0,Мужской,95500.0,63,60.08,27.0,0,Положительная,1.0,330818.0,0.0,0.0,,43407.0,0.1674030922968881
175511,0,Мужской,15869.6,31,65.75,,0,Положительная,3.0,165246.0,0.0,0.0,,,0.1118294757792687
175555,0,Мужской,,24,64.17,,0,Положительная,0.0,0.0,0.0,0.0,,,0.0
175635,0,Женский,53955.5,116,61.5,23.0,2,Положительная,13.0,1951695.05,5.0,3.0,,43407.0,1.1165514781838752
175659,0,Женский,5416.7,36,54.42,7.0,0,Положительная,22.0,42232.14,0.0,0.0,,43407.0,0.2818468895889475
175679,0,Женский,,0,63.58,,0,Приемлемая 1,,,,,,,0.0
175680,0,Женский,13669.7,85,63.58,20.0,18,Отрицательная,7.0,366517.18,2395.0,2.0,,,0.3500683243848115
175732,0,Женский,12616.0,69,68.25,15.0,0,Положительная,1.0,358782.0,0.0,0.0,НЕПОЛНОЕ СРЕДНЕЕ,43407.0,0.1350026075354387
175753,0,Мужской,9724.4,91,63.83,7.0,0,Положительная,16.0,999070.86,53.0,0.0,ВЫСШЕЕ,,0.6015532129301657
175794,0,Мужской,25234.6,53,67.75,11.0,0,Положительная,3.0,0.0,21.0,0.0,,,0.0
175829,0,Мужской,14384.0,1,63.5,,0,Приемлемая 1,2.0,,0.0,0.0,,,0.0
175836,0,Женский,9861.1,200,65.83,77.0,2,Положительная,17.0,1643009.68,2.0,4.0,,43407.0,0.3934154933991951
175837,0,Женский,82424.1,125,67.92,108.0,0,Положительная,3.0,731040.87,0.0,0.0,ВЫСШЕЕ,,0.6491746338668671
175843,0,Мужской,22782.8,247,57.08,100.0,6,Положительная,26.0,3518500.54,6.0,6.0,,65110.5,0.4489682728081482
175892,0,Женский,,86,64.92,,0,Положительная,7.0,893989.65,7.0,1.0,,,0.5536329457025444
175937,0,Мужской,30416.7,71,65.08,20.0,0,Положительная,8.0,1084869.59,61.0,0.0,,43407.0,0.3730602863297469
175941,0,Женский,10866.0,73,66.42,,0,Положительная,0.0,106852.04,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0912572817760653
175958,0,Мужской,9799.9,74,67.17,74.0,0,Положительная,2.0,378689.46,0.0,0.0,ВЫСШЕЕ,43407.0,0.380058420402202
175989,0,Женский,4025.9,71,64.83,53.0,0,Приемлемая 1,4.0,727736.3,0.0,0.0,ВЫСШЕЕ,,0.4291829283645977
176014,0,Мужской,14384.0,31,64.42,,0,Положительная,2.0,418994.65,1.0,0.0,ВЫСШЕЕ,,0.5887210143444022
176027,0,Женский,37500.0,36,64.25,46.0,1,Приемлемая 1,2.0,950770.33,1.0,1.0,ВЫСШЕЕ,43407.0,0.4797182697411862
176029,0,Женский,4432.0,139,69.08,114.0,0,Положительная,2.0,0.0,0.0,0.0,,,0.0
176037,0,Женский,60000.0,96,62.33,20.0,0,Положительная,0.0,734535.87,0.0,0.0,ВЫСШЕЕ,43407.0,0.2468940351275753
176057,0,Женский,,135,63.33,48.0,0,Положительная,4.0,1393532.33,0.0,0.0,СРЕДНЕЕ,43407.0,0.6879515870688294
176065,0,Мужской,67346.0,73,65.25,179.0,0,Положительная,1.0,,9.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
176066,0,Женский,19083.0,87,64.92,136.0,0,Положительная,2.0,0.0,0.0,0.0,,,0.0
176073,0,Женский,3459.2,62,63.75,4.0,0,Отрицательная,16.0,116789.01,613.0,21.0,,,0.0370330717428776
176130,0,Женский,3100.2,41,63.75,51.0,0,Приемлемая 1,8.0,1190222.85,0.0,0.0,СРЕДНЕЕ,43407.0,0.4902262458290027
176142,0,Женский,,72,66.92,,14,Положительная,0.0,0.0,14.0,2.0,ВЫСШЕЕ,,0.0
176208,0,Мужской,14903.8,117,68.17,56.0,11,Приемлемая 1,0.0,267059.23,11.0,13.0,СРЕДНЕЕ,43407.0,0.3425983187109664
176216,0,Женский,46369.4,74,67.92,92.0,0,Положительная,2.0,94543.42,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
176237,0,Мужской,42717.8,174,64.33,175.0,0,Положительная,8.0,1006114.41,6.0,1.0,ВЫСШЕЕ,,0.5020864605223656
176283,0,Мужской,67241.6,47,64.75,,0,Положительная,0.0,233870.0,4.0,0.0,ВЫСШЕЕ,,0.2109377078843032
176296,0,Мужской,,19,66.5,,0,Положительная,1.0,0.0,16.0,0.0,,,0.0
176301,0,Женский,17198.0,115,63.42,23.0,22,Положительная,0.0,415580.68,36.0,13.0,СРЕДНЕЕ,43407.0,0.3418021680216802
176329,0,Женский,24311.0,64,67.0,15.0,0,Положительная,2.0,200419.33,0.0,0.0,,,0.2589086029521396
176332,0,Мужской,14384.0,63,63.33,114.0,14,Приемлемая 2,7.0,2714730.72,32.0,11.0,,43407.0,0.1371631077370376
176339,0,Женский,14384.0,87,62.67,27.0,14,Положительная,2.0,0.0,14.0,10.0,ВЫСШЕЕ,43407.0,0.0
176476,0,Женский,30625.0,149,66.17,119.0,0,Положительная,0.0,50000.0,0.0,0.0,,43407.0,0.3141650748969538
176515,0,Женский,,130,67.92,87.0,23,Положительная,1.0,133877.0,23.0,4.0,ВЫСШЕЕ,43407.0,0.3126086248099066
176540,0,Мужской,200000.0,7,69.0,,0,Приемлемая 1,0.0,,0.0,0.0,ВЫСШЕЕ,,0.0
176551,0,Женский,46451.9,39,66.08,,0,Положительная,0.0,,0.0,0.0,СРЕДНЕЕ,43407.0,0.0
176584,0,Женский,51261.3,82,50.67,141.0,0,Положительная,0.0,16755.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.0490176291473249
176656,0,Женский,,96,63.0,,3,Положительная,8.0,289008.68,12.0,4.0,ВЫСШЕЕ,43407.0,0.3147181265054369
176721,0,Мужской,,0,63.17,,0,Приемлемая 1,,,,,ВЫСШЕЕ,43407.0,0.0
176808,0,Мужской,50000.0,177,64.17,,0,Положительная,10.0,174166.0,1.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0860889705642486
176841,0,Женский,7261.8,54,63.42,,7,Удовлетворительная,9.0,16818090.53,68.0,11.0,СРЕДНЕЕ,43407.0,0.4019517613916882
176849,0,Женский,7500.0,108,61.42,16.0,0,Положительная,40.0,969361.88,0.0,0.0,,43407.0,0.3086791135927412
176943,0,Женский,13669.7,120,61.42,55.0,0,Положительная,6.0,1475092.63,4.0,0.0,ВЫСШЕЕ,,0.4573733308834382
177116,0,Мужской,6728.0,105,64.08,105.0,0,Положительная,3.0,433583.0,14.0,1.0,СРЕДНЕЕ,,0.571339444495784
177207,0,Мужской,64539.5,14,64.33,44.0,0,Положительная,1.0,0.0,0.0,0.0,,,0.0
177237,0,Женский,36257.1,89,61.75,,0,Положительная,,,,,,43407.0,0.0
177284,0,Мужской,6073.4,216,67.5,45.0,0,Положительная,4.0,747021.19,0.0,0.0,,43407.0,0.2682951751444902
177325,0,Женский,74928.3,232,68.25,,5,Положительная,0.0,373991.77,5.0,5.0,,43407.0,0.3868366165181329
177394,0,Женский,25247.3,78,62.17,,0,Положительная,5.0,0.0,0.0,0.0,,43407.0,0.0
177398,0,Женский,28759.9,109,62.58,113.0,0,Положительная,2.0,1405528.47,0.0,0.0,,,0.4197374236318731
177410,0,Женский,73116.0,48,69.0,28.0,0,Положительная,12.0,273502.55,0.0,0.0,,,0.2779604727639762
177429,0,Мужской,,67,67.5,51.0,0,Положительная,0.0,480347.88,0.0,0.0,,43407.0,0.2449218985446098
177486,0,Женский,60155.7,115,69.25,31.0,0,Положительная,1.0,436739.28,0.0,0.0,,,0.4061575855782864
177510,0,Женский,,31,63.92,,0,Положительная,0.0,0.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.0
177585,0,Мужской,53905.4,66,65.67,169.0,0,Положительная,1.0,398884.03,0.0,0.0,ВЫСШЕЕ,43407.0,0.297765036015732
177627,0,Женский,14590.0,3,61.42,,0,Приемлемая 2,9.0,625001.0,0.0,0.0,СРЕДНЕЕ,,0.1984939128518702
177641,0,Мужской,,24,64.67,,0,Приемлемая 1,,,,,,,0.0
177662,0,Мужской,4425.5,132,66.42,33.0,5,Положительная,5.0,990316.59,13.0,3.0,ВЫСШЕЕ,,0.4561729324566246
177698,0,Мужской,9113.2,34,64.83,62.0,0,Положительная,10.0,903522.67,0.0,0.0,СРЕДНЕЕ,43407.0,0.4259641227576723
177709,0,Мужской,49820.8,72,66.67,89.0,0,Приемлемая 1,0.0,78199.46,23.0,0.0,СРЕДНЕЕ,43407.0,0.2885061849964421
177798,0,Женский,67279.0,44,63.83,145.0,1,Положительная,4.0,438937.01,1.0,1.0,ВЫСШЕЕ,43407.0,0.4078578053674594
177866,0,Женский,,13,64.0,,0,Отрицательная,0.0,,5190.0,24.0,,43407.0,0.0
